,asset_id,install_year,length_m,lat,long,slope_grade,tree_density,snapshot_date,rainfall_mm,avg_temp_c,soil_moisture_pc,num_prev_failures,last_repair_date,failure_next_30d,failure_type_predicted,risk_score,recommended_action,recommended_priority,issue_description,kw_leak,kw_flicker,kw_crack,kw_overflow,kw_burning,kw_broken,kw_jammed,kw_noise,month,month_sin,month_cos,rainfall_prev,soil_moisture_prev,failures_prev,days_since_repair,asset_age_years,rain_delta,moisture_delta,rain_stress,length_age,length_slope,type_electrical_conduit,type_gas_line,type_road,type_sewer_pipe,type_storm_drain,type_water_pipe,material_aluminum,material_asphalt,material_cast_iron,material_clay,material_composite,material_concrete,material_copper,material_corrugated_metal,material_ductile_iron,material_polyethylene,material_steel,soil_type_clay,soil_type_fill,soil_type_gravel,soil_type_loam,soil_type_sand,soil_type_silt,region_Contra Costa,region_Marin,region_Napa,region_San Francisco,region_San Mateo,region_Santa Clara,region_Solano,region_Sonoma,traffic_high,traffic_low,traffic_medium,traffic_none,traffic_unknown,moisture_stress
565,BR-048,2010,4402.9962435057,38.07439162516803,-122.6510584434033,5.116789579894394,medium,2025-01-01,19.8,10.6,23.9,10,2025-01-15,False,none,32,routine_maintenance,4,normal operation,0,0,0,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,119.5,10.3,0.0,-14.0,15,0.0,13.599999999999998,101.312433681909,66044.9436525855,22529.205299084122,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.0
566,BR-048,1938,4402.9962435057,38.07439162516803,-122.6510584434033,10.73342932156885,high,2025-02-01,10.9,17.2,36.7,12,2025-02-22,True,blockage,93,inspect_soon,3,jammed drain overflow risk,0,0,0,1,0,0,1,0,2,0.8660254037844386,0.5000000000000001,19.8,23.9,10.0,-21.0,87,0.0,12.800000000000004,116.99437960510048,383060.6731849959,47259.24898280158,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
567,BR-048,1947,4402.9962435057,38.07439162516803,-122.6510584434033,17.40495218911276,high,2025-03-01,28.2,17.7,43.7,17,2025-03-22,True,erosion,68,inspect_soon,1,soil erosion around asset,0,0,0,0,0,0,0,0,3,1.0,6.123233995736766e-17,10.9,36.7,12.0,-21.0,78,17.299999999999997,7.0,490.81965173297976,343433.7069934446,76633.93910705978,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0
568,BR-048,1927,4402.9962435057,38.07439162516803,-122.6510584434033,13.450496063464696,medium,2025-04-01,111.8,17.2,25.1,4,2025-04-25,True,erosion,69,schedule_repair,2,erosion undermining structure,0,0,0,0,0,0,0,0,4,0.8660254037844387,-0.4999999999999998,28.2,43.7,17.0,-24.0,98,83.6,0.0,1503.765459895353,431493.63186355855,59222.48364072326,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
569,BR-048,2000,4402.9962435057,38.07439162516803,-122.6510584434033,0.5216341212634049,medium,2025-05-01,88.7,17.8,11.7,3,2025-05-12,True,corrosion,67,inspect_soon,2,material degradation,0,0,0,0,0,0,0,0,5,0.49999999999999994,-0.8660254037844387,111.8,25.1,4.0,-11.0,25,0.0,0.0,46.268946556064016,110074.90608764249,2296.7530764071685,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0
570,BR-048,1927,4402.9962435057,38.07439162516803,-122.6510584434033,23.82766024272758,medium,2025-06-01,81.0,17.6,32.3,5,2025-06-19,True,crack,95,schedule_repair,2,crack in structure,0,0,1,0,0,0,0,0,6,1.2246467991473532e-16,-1.0,88.7,11.7,3.0,-18.0,98,0.0,20.599999999999998,1930.040479660934,431493.63186355855,104913.09854025963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0
571,BR-048,1977,4402.9962435057,38.07439162516803,-122.6510584434033,21.11709486409693,high,2025-07-01,37.4,11.6,35.3,14,2025-07-15,True,rupture,91,schedule_repair,2,rupture risk,0,0,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,81.0,32.3,5.0,-14.0,48,0.0,3.0,789.7793479172252,211343.8196882736,92978.48936037229,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0
572,BR-048,1945,4402.9962435057,38.07439162516803,-122.6510584434033,6.553053433614016,low,2025-08-01,49.8,12.8,7.9,1,2025-08-25,True,blockage,65,schedule_repair,2,flow obstruction,0,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,37.4,35.3,14.0,-24.0,80,12.399999999999999,0.0,326.34206099397795,352239.69948045595,28853.069651694637,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0
573,BR-048,1945,4402.9962435057,38.07439162516803,-122.6510584434033,15.424869338770968,medium,2025-09-01,144.8,17.4,39.0,3,2025-09-25,True,corrosion,65,schedule_repair,1,rust formation,0,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,49.8,7.9,1.0,-24.0,80,95.00000000000001,31.1,2233.5210802540364,352239.69948045595,67915.64175517482,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0
574,BR-048,2022,4402.9962435057,38.07439162516803,-122.6510584434033,23.07194213340344,low,2025-10-01,36.1,10.2,38.2,13,2025-10-16,False,none,35,monitor,5,routine status,0,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,144.8,39.0,3.0,-15.0,3,0.0,0.0,832.8971110158642,13208.9887305171,101585.67454375622,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0
575,BR-048,1997,4402.9962435057,38.07439162516803,-122.6510584434033,2.451737667389625,medium,2025-11-01,135.2,17.6,23.9,3,2025-10-16,True,corrosion,86,inspect_soon,1,rust formation,0,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,36.1,38.2,13.0,16.0,28,99.1,0.0,331.47493263107725,123283.89481815959,10794.991739577945,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0
588,BR-050,1960,3249.559407559157,38.185645374880416,-122.41474212596688,17.185441803357406,medium,2024-12-01,0.4,19.3,22.7,7,2024-12-23,True,blockage,64,schedule_repair,1,blockage detected,0,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,-22.0,64,0.0,0.0,6.8741767213429625,207971.80208378605,55845.114085160465,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,22.7
589,BR-050,1968,3249.559407559157,38.185645374880416,-122.41474212596688,6.419871968904848,low,2025-01-01,38.0,14.2,20.1,13,2025-01-09,True,crack,93,schedule_repair,3,minor crack observed,0,0,1,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.4,22.7,7.0,-8.0,57,37.6,0.0,243.9551348183842,185224.88623087195,20861.755351880074,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0
