asset_id,type,material,install_year,length_m,lat,long,soil_type,slope_grade,region,tree_density,traffic,snapshot_date,rainfall_mm,avg_temp_c,soil_moisture_pc,num_prev_failures,last_repair_date,failure_next_30d,failure_type_predicted,risk_score,recommended_action,recommended_priority,emergency_response,issue_description
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2024-12-01,146.5,12.3,33.7,5,2024-12-24,True,crack,100,schedule_repair,1,True,crack causing leak
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-01-01,138.8,10.6,33.6,6,2025-01-12,True,leak,100,schedule_repair,1,True,pipe leak detected
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-02-01,133.4,13.3,42.8,7,2025-02-23,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-03-01,93.0,11.3,42.1,8,2025-03-19,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-04-01,77.0,15.0,22.9,9,2025-04-13,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-05-01,68.7,14.4,27.9,10,2025-05-07,True,leak,100,schedule_repair,1,True,pipe leak detected
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-06-01,2.8,18.6,5.4,11,2025-06-14,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-07-01,5.2,16.3,14.7,12,2025-07-12,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-08-01,4.4,21.3,5.5,13,2025-08-09,True,rupture,100,schedule_repair,1,True,broken pipe rupture
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-09-01,6.6,20.5,13.5,14,2025-09-23,True,leak,100,schedule_repair,1,True,pipe leak detected
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-10-01,30.1,15.1,16.3,15,2025-10-21,True,rupture,100,schedule_repair,1,True,broken pipe rupture
SP-002,sewer_pipe,concrete,1934,917.306586363432,38.349732792240125,-122.08629826679652,loam,15.437037740692912,Solano,medium,medium,2025-11-01,59.4,17.0,18.9,15,2025-10-21,True,crack,100,schedule_repair,1,True,crack causing leak
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2024-12-01,118.1,12.8,28.3,0,,False,none,60,inspect_soon,5,False,small leak potential identified
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-01-01,146.7,10.2,30.3,1,2025-01-09,True,erosion,66,inspect_soon,4,True,crack from erosion
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-02-01,89.1,12.2,40.6,2,2025-02-24,True,crack,80,schedule_repair,3,True,surface crack expanding
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-03-01,137.9,12.8,39.3,3,2025-03-11,True,erosion,84,schedule_repair,2,True,crack from erosion
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-04-01,66.4,16.4,21.3,4,2025-04-14,True,crack,86,schedule_repair,2,True,surface crack expanding
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-05-01,46.8,16.9,28.3,5,2025-05-22,True,erosion,98,schedule_repair,1,True,crack from erosion
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-06-01,9.5,19.0,8.8,6,2025-06-20,True,crack,100,schedule_repair,1,True,surface crack expanding
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-07-01,9.1,16.1,12.8,7,2025-07-08,True,crack,100,schedule_repair,1,True,surface crack expanding
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-08-01,9.7,18.6,7.3,8,2025-08-24,True,erosion,100,schedule_repair,1,True,crack from erosion
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-09-01,5.4,18.6,8.1,9,2025-09-21,True,erosion,100,schedule_repair,1,True,crack from erosion
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-10-01,52.0,16.2,19.0,10,2025-10-16,True,erosion,100,schedule_repair,1,True,crack from erosion
RD-003,road,asphalt,1967,2339.14683730742,38.01473859738015,-122.61503073425796,loam,15.18862129753596,Marin,low,medium,2025-11-01,32.4,15.2,23.7,10,2025-10-16,True,crack,100,schedule_repair,1,True,surface crack expanding
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2024-12-01,123.7,12.3,41.7,0,,False,none,0,monitor,10,False,minor surface crack detected
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-01-01,127.2,10.2,36.0,0,,False,none,3,monitor,10,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-02-01,104.7,12.5,31.7,0,,False,none,5,monitor,10,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-03-01,84.8,13.1,30.7,0,,False,none,11,monitor,9,False,minor surface crack detected
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-04-01,46.6,13.2,22.5,0,,False,none,10,monitor,10,False,minor surface crack detected
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-05-01,63.6,15.5,20.4,0,,False,none,13,monitor,9,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-06-01,1.0,17.7,7.8,0,,False,none,18,monitor,9,False,slight noise during operation
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-07-01,0.7,19.1,6.8,0,,False,none,1,monitor,10,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-08-01,4.0,20.4,12.0,0,,False,none,6,monitor,10,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-09-01,4.0,17.6,7.1,0,,False,none,5,monitor,10,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-10-01,31.5,16.6,24.7,0,,False,none,2,monitor,10,False,small leak potential identified
GL-004,gas_line,steel,2021,1162.1601898545234,37.88562495076198,-122.16521012433394,gravel,11.003812343490033,Contra Costa,high,medium,2025-11-01,23.0,17.8,18.0,0,,False,none,12,monitor,9,False,minor surface crack detected
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2024-12-01,125.4,11.1,25.3,0,,False,none,6,monitor,10,False,small leak potential identified
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-01-01,127.3,12.8,37.2,0,,False,none,6,monitor,10,False,slight noise during operation
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-02-01,121.8,13.5,43.9,0,,False,none,4,monitor,10,False,minor surface crack detected
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-03-01,146.1,12.9,42.7,0,,False,none,13,monitor,9,False,slight noise during operation
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-04-01,65.1,15.7,22.9,1,2025-04-09,True,blockage,18,monitor,9,True,jammed drain overflow risk
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-05-01,77.0,13.9,26.7,1,2025-04-09,False,none,25,monitor,8,False,slight noise during operation
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-06-01,2.1,20.0,10.0,1,2025-04-09,False,none,17,monitor,9,False,slight noise during operation
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-07-01,8.9,16.5,13.1,1,2025-04-09,False,none,28,monitor,8,False,slight noise during operation
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-08-01,5.1,18.6,15.0,1,2025-04-09,False,none,23,monitor,8,False,minor surface crack detected
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-09-01,6.7,20.2,7.0,1,2025-04-09,False,none,28,monitor,8,False,minor surface crack detected
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-10-01,22.0,17.6,15.3,1,2025-04-09,False,none,13,monitor,9,False,slight noise during operation
SD-005,storm_drain,corrugated_metal,2018,2131.527813711311,38.20467082633642,-122.2233915769047,bedrock,13.667756983581992,Napa,medium,none,2025-11-01,23.1,17.6,18.5,1,2025-04-09,False,none,17,monitor,9,False,slight noise during operation
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2024-12-01,136.4,13.3,43.7,3,2024-12-18,True,leak,69,inspect_soon,4,True,pipe leak detected
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-01-01,116.0,11.0,44.8,4,2025-01-13,True,corrosion,77,schedule_repair,3,True,corrosion leak risk
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-02-01,144.5,12.3,35.8,5,2025-02-22,True,leak,96,schedule_repair,1,True,pipe leak detected
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-03-01,140.2,10.1,40.7,6,2025-03-07,True,crack,91,schedule_repair,1,True,crack causing leak
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-04-01,65.3,14.7,23.3,7,2025-04-16,True,rupture,96,schedule_repair,1,True,broken pipe rupture
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-05-01,71.2,14.2,23.3,8,2025-05-18,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-06-01,0.6,18.9,14.3,9,2025-06-20,True,corrosion,100,schedule_repair,1,True,corrosion leak risk
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-07-01,0.1,18.5,14.2,10,2025-07-21,True,crack,100,schedule_repair,1,True,crack causing leak
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-08-01,9.4,20.5,12.2,11,2025-08-20,True,crack,100,schedule_repair,1,True,crack causing leak
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-09-01,2.9,17.9,7.5,12,2025-09-15,True,crack,100,schedule_repair,1,True,crack causing leak
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-10-01,34.2,17.3,22.9,13,2025-10-19,True,rupture,100,schedule_repair,1,True,broken pipe rupture
GL-006,gas_line,polyethylene,1983,451.5775852390783,38.329369993643326,-122.17343772949306,fill,13.020856500645593,Napa,medium,low,2025-11-01,33.1,15.4,20.1,13,2025-10-19,True,rupture,100,schedule_repair,1,True,broken pipe rupture
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2024-12-01,107.5,12.2,35.1,0,,False,none,53,inspect_soon,5,False,minor surface crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-01-01,127.4,13.4,42.2,1,2025-01-08,True,crack,42,inspect_soon,6,True,structural crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-02-01,100.7,11.8,33.2,2,2025-02-19,True,crack,60,inspect_soon,5,True,structural crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-03-01,110.1,13.0,42.3,3,2025-03-10,True,corrosion,68,inspect_soon,4,True,corrosion crack in beam
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-04-01,38.1,13.3,18.2,4,2025-04-16,True,corrosion,84,schedule_repair,2,True,corrosion crack in beam
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-05-01,36.1,15.5,25.0,5,2025-05-07,True,corrosion,87,schedule_repair,2,True,corrosion crack in beam
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-06-01,2.5,16.3,8.9,6,2025-06-24,True,crack,98,schedule_repair,1,True,structural crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-07-01,5.7,21.9,9.1,7,2025-07-06,True,crack,100,schedule_repair,1,True,structural crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-08-01,7.0,20.2,6.7,8,2025-08-23,True,crack,100,schedule_repair,1,True,structural crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-09-01,5.8,16.1,14.5,9,2025-09-21,True,corrosion,100,schedule_repair,1,True,corrosion crack in beam
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-10-01,33.5,14.6,21.9,10,2025-10-12,True,crack,100,schedule_repair,1,True,structural crack detected
BR-007,bridge,steel,1991,2718.05345495966,38.20702599800808,-122.0657196470938,clay,7.40683764260206,Solano,low,none,2025-11-01,47.2,17.1,24.5,10,2025-10-12,True,corrosion,100,schedule_repair,1,True,corrosion crack in beam
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2024-12-01,95.5,12.9,42.6,1,2018-02-17,False,none,37,monitor,7,False,minor surface crack detected
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-01-01,132.7,11.9,42.5,1,2018-02-17,False,none,26,monitor,8,False,minor surface crack detected
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-02-01,100.0,12.1,35.2,1,2018-02-17,False,none,32,monitor,7,False,small leak potential identified
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-03-01,113.9,10.1,33.2,1,2018-02-17,False,none,25,monitor,8,False,small leak potential identified
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-04-01,44.0,13.8,18.5,1,2018-02-17,False,none,29,monitor,8,False,small leak potential identified
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-05-01,67.2,16.4,24.5,1,2018-02-17,False,none,35,monitor,7,False,slight noise during operation
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-06-01,5.1,21.9,7.3,1,2018-02-17,False,none,27,monitor,8,False,small leak potential identified
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-07-01,4.5,16.4,12.3,1,2018-02-17,False,none,40,inspect_soon,7,False,slight noise during operation
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-08-01,3.7,18.2,5.5,1,2018-02-17,False,none,45,inspect_soon,6,False,slight noise during operation
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-09-01,3.8,21.0,13.4,1,2018-02-17,False,none,40,inspect_soon,7,False,small leak potential identified
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-10-01,23.8,14.4,15.5,1,2018-02-17,False,none,36,monitor,7,False,slight noise during operation
SD-008,storm_drain,concrete,2008,3537.2181457996094,38.10165663513708,-121.90536157146354,silt,19.75438851328014,Solano,high,none,2025-11-01,41.9,16.1,18.5,1,2018-02-17,False,none,43,inspect_soon,6,False,small leak potential identified
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2024-12-01,94.5,12.9,32.7,0,,False,none,66,inspect_soon,4,False,small leak potential identified
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-01-01,107.4,10.6,30.2,1,2025-01-08,True,corrosion,80,schedule_repair,3,True,corrosion crack forming
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-02-01,139.7,12.2,40.2,2,2025-02-17,True,corrosion,88,schedule_repair,2,True,corrosion crack forming
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-03-01,99.0,10.8,31.3,3,2025-03-13,True,corrosion,99,schedule_repair,1,True,corrosion crack forming
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-04-01,73.4,15.9,26.9,4,2025-04-21,True,crack,100,schedule_repair,1,True,crack in drain
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-05-01,49.1,16.3,25.9,5,2025-05-22,True,crack,100,schedule_repair,1,True,crack in drain
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-06-01,2.6,21.6,11.4,6,2025-06-06,True,corrosion,100,schedule_repair,1,True,corrosion crack forming
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-07-01,4.6,17.7,11.5,7,2025-07-12,True,crack,100,schedule_repair,1,True,crack in drain
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-08-01,8.1,20.7,12.6,8,2025-08-11,True,corrosion,100,schedule_repair,1,True,corrosion crack forming
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-09-01,7.5,16.9,7.2,9,2025-09-10,True,crack,100,schedule_repair,1,True,crack in drain
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-10-01,55.2,15.0,20.6,10,2025-10-19,True,corrosion,100,schedule_repair,1,True,corrosion crack forming
SD-009,storm_drain,PVC,1944,486.09648128715247,37.45501157333694,-121.96516479775856,fill,7.774558042891555,Santa Clara,low,high,2025-11-01,55.9,17.6,18.3,10,2025-10-19,True,blockage,100,schedule_repair,1,True,jammed drain overflow risk
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2024-12-01,86.6,14.0,31.5,3,2024-12-15,True,crack,65,inspect_soon,4,True,crack exposing wires
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-01-01,120.0,11.2,31.4,4,2025-01-08,True,crack,72,schedule_repair,3,True,crack exposing wires
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-02-01,134.9,12.3,31.3,5,2025-02-21,True,crack,73,schedule_repair,3,True,crack exposing wires
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-03-01,81.2,13.7,39.1,6,2025-03-09,True,crack,98,schedule_repair,1,True,crack exposing wires
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-04-01,61.0,15.3,25.5,7,2025-04-15,True,crack,91,schedule_repair,1,True,crack exposing wires
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-05-01,61.9,15.9,26.1,8,2025-05-16,True,corrosion,100,schedule_repair,1,True,burning smell corrosion
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-06-01,8.7,18.3,8.7,9,2025-06-10,True,corrosion,100,schedule_repair,1,True,burning smell corrosion
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-07-01,4.4,19.0,13.6,10,2025-07-15,True,corrosion,100,schedule_repair,1,True,burning smell corrosion
EC-010,electrical_conduit,aluminum,1993,3806.3173925983183,37.93587827378149,-122.6960265638331,sand,5.899622993723893,Marin,medium,medium,2025-08-01,0.5,18.7,11.7,11,2025-08-23,True,crack,100,schedule_repair,1,True,crack exposing wires
