asset_id,type,material,install_year,length_m,lat,lon,traffic_load,soil_type,slope_grade,region,tree_density,snapshot_date,rainfall_mm,avg_temp_c,soil_moisture,traffic_index,age_years,num_prev_failures,avg_time_between_repairs_days,maintenance_due_in_days,monthly_failure_prob,failure_next_30d,failure_type_predicted,risk_score,recommended_action,recommended_priority,estimated_cost_usd,downtime_hours,emergency_response
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-01-05,213.99,2.01,0.412,0.99,64,2,30.0,200,0.6994,1,burst,high,schedule_repair,3,11057.1,37.91,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-02-04,294.23,7.5,0.768,0.98,64,3,30.0,215,0.7019,1,corrosion,high,schedule_repair,5,11648.94,35.53,1
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-03-06,376.94,15.0,0.901,0.91,64,3,30.0,155,0.7027,0,none,high,schedule_repair,3,10141.99,0.0,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-04-05,358.58,22.5,0.76,1.02,64,3,30.0,97,0.7084,0,none,high,schedule_repair,3,10315.67,0.0,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-05-05,338.95,27.99,0.336,1.11,64,3,30.0,84,0.7119,0,none,high,inspect_soon,2,8787.35,0.0,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-06-04,174.11,30.0,0.362,1.13,64,4,60.0,190,0.6974,1,leak,high,schedule_repair,3,9964.6,24.18,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-07-04,182.15,27.99,0.165,1.18,64,4,60.0,139,0.6962,0,none,high,schedule_repair,5,12421.27,0.0,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-08-03,192.4,22.5,0.369,0.93,64,4,60.0,147,0.6917,0,none,high,schedule_repair,3,8918.88,0.0,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-09-02,200.55,15.0,0.259,1.17,64,4,60.0,115,0.6851,0,none,high,schedule_repair,5,11290.09,0.0,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-10-02,130.26,7.5,0.136,0.81,64,5,75.0,181,0.6855,1,leak,high,schedule_repair,4,10029.04,35.7,0
A_005,water_line,cast_iron,1961,345.27,37.620781,-121.962735,1,loam,0.0637,"Castro, SF",medium,2025-11-01,175.18,2.01,0.259,0.83,64,5,75.0,174,0.6955,0,none,high,schedule_repair,3,11581.82,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2024-12-06,228.39,0.0,0.323,2.36,59,0,999.0,211,0.6328,0,none,high,schedule_repair,5,20791.12,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-01-05,291.83,2.01,0.311,1.93,60,0,999.0,277,0.6422,0,none,high,schedule_repair,3,18431.17,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-02-04,335.24,7.5,0.879,1.68,60,1,21900.0,202,0.641,1,electrical,high,schedule_repair,4,20458.82,11.4,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-03-06,336.64,15.0,0.574,1.66,60,2,30.0,176,0.6337,1,electrical,high,schedule_repair,4,18073.21,32.21,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-04-05,340.98,22.5,0.28,1.66,60,2,30.0,148,0.6416,0,none,high,schedule_repair,3,16579.2,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-05-05,319.8,27.99,0.596,2.1,60,2,30.0,121,0.645,0,none,high,schedule_repair,3,15989.72,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-06-04,309.5,30.0,0.584,1.85,60,3,60.0,163,0.6459,1,structural,high,schedule_repair,3,16804.95,22.66,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-07-04,250.68,27.99,0.474,1.77,60,3,60.0,152,0.6381,0,none,high,schedule_repair,5,21940.48,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-08-03,91.17,22.5,0.07,2.1,60,4,60.0,205,0.6166,1,electrical,high,schedule_repair,5,23216.57,20.36,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-09-02,221.52,15.0,0.52,1.75,60,4,60.0,174,0.6222,0,none,high,schedule_repair,4,16534.45,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-10-02,162.22,7.5,0.138,2.2,60,4,60.0,124,0.6237,0,none,high,schedule_repair,5,17778.69,0.0,0
A_006,pump_station,concrete,1965,8.12,37.214409,-121.727081,2,sand,0.032,Palo Alto Downtown,medium,2025-11-01,191.28,2.01,0.294,2.18,60,5,67.5,185,0.6321,1,electrical,high,schedule_repair,3,21088.6,34.24,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2024-12-06,279.36,0.0,0.643,0.82,34,0,999.0,92,0.5379,0,none,medium,inspect_soon,2,16860.06,0.0,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-01-05,243.58,2.01,0.294,0.9,35,1,12775.0,212,0.5373,1,electrical,medium,inspect_soon,3,19769.21,29.36,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-02-04,262.7,7.5,0.64,0.95,35,2,30.0,218,0.5338,1,mechanical,medium,inspect_soon,3,19106.73,13.65,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-03-06,293.43,15.0,0.775,0.92,35,2,30.0,149,0.5293,0,none,medium,inspect_soon,2,16740.84,0.0,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-04-05,306.78,22.5,0.735,1.17,35,2,30.0,120,0.5382,0,none,medium,inspect_soon,3,21224.55,0.0,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-05-05,353.71,27.99,0.527,1.15,35,2,30.0,110,0.5484,0,none,medium,inspect_soon,3,19108.37,0.0,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-06-04,192.32,30.0,0.43,0.97,35,3,75.0,218,0.5342,1,mechanical,medium,inspect_soon,3,19692.75,20.75,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-07-04,205.68,27.99,0.33,0.81,35,4,60.0,205,0.5336,1,electrical,medium,inspect_soon,3,20181.11,13.97,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-08-03,149.45,22.5,0.121,0.87,35,4,60.0,127,0.5224,0,none,medium,inspect_soon,2,21295.43,0.0,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-09-02,136.01,15.0,0.277,0.84,35,5,60.0,165,0.5136,1,mechanical,medium,inspect_soon,3,19254.54,13.72,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-10-02,149.82,7.5,0.361,1.13,35,6,54.0,188,0.5225,1,electrical,medium,inspect_soon,3,17816.99,25.26,0
A_007,pump_station,concrete,1990,18.83,37.78271,-122.408895,1,mixed,0.0278,Palo Alto Downtown,high,2025-11-01,207.78,2.01,0.53,1.15,35,7,50.0,164,0.5338,1,electrical,medium,inspect_soon,2,17854.63,25.99,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2024-12-06,264.22,0.0,0.358,4.92,40,1,14600.0,164,0.6164,1,crack,high,schedule_repair,3,6308.44,35.21,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-01-05,310.89,2.01,0.447,4.98,41,2,30.0,196,0.6241,1,subsidence,high,schedule_repair,3,7170.04,25.69,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-02-04,322.55,7.5,0.444,4.21,41,3,30.0,200,0.6198,1,pothole,high,schedule_repair,4,5676.83,13.21,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-03-06,371.25,15.0,0.446,4.67,41,3,30.0,152,0.6171,0,none,high,schedule_repair,5,6691.67,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-04-05,257.3,22.5,0.45,5.39,41,3,30.0,99,0.6132,0,none,high,schedule_repair,3,6533.37,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-05-05,206.0,27.99,0.307,5.74,41,3,30.0,116,0.6136,0,none,high,schedule_repair,5,5528.78,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-06-04,203.73,30.0,0.273,4.29,41,3,30.0,45,0.6154,0,none,high,inspect_soon,2,6255.6,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-07-04,212.77,27.99,0.523,4.41,41,4,70.0,155,0.6143,1,crack,high,schedule_repair,3,7469.77,32.97,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-08-03,210.27,22.5,0.233,5.43,41,4,70.0,178,0.6085,0,none,high,schedule_repair,3,6614.33,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-09-02,138.83,15.0,0.325,5.64,41,4,70.0,145,0.5939,0,none,medium,inspect_soon,3,6053.16,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-10-02,151.45,7.5,0.157,5.71,41,4,70.0,67,0.6026,0,none,high,inspect_soon,2,5402.31,0.0,0
A_008,road,concrete,1984,147.66,37.327277,-122.434936,5,clay,0.0021,"Evergreen, San Jose",low,2025-11-01,271.51,2.01,0.392,5.61,41,4,70.0,82,0.6201,0,none,high,inspect_soon,3,5415.76,0.0,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2024-12-06,236.21,0.0,0.413,3.56,54,1,19710.0,207,0.5886,1,mechanical,medium,inspect_soon,3,19518.48,47.5,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-01-05,347.03,2.01,0.392,3.53,55,2,30.0,171,0.6027,1,mechanical,high,schedule_repair,4,18524.93,5.16,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-02-04,306.37,7.5,0.647,3.19,55,2,30.0,149,0.5931,0,none,medium,inspect_soon,3,17252.14,0.0,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-03-06,239.72,15.0,0.477,2.98,55,3,45.0,195,0.579,1,electrical,medium,inspect_soon,2,15850.29,28.73,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-04-05,408.37,22.5,0.698,2.82,55,3,45.0,183,0.6033,0,none,high,schedule_repair,3,15734.27,0.0,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-05-05,189.53,27.99,0.205,3.26,55,4,50.0,170,0.5869,1,mechanical,medium,inspect_soon,3,21342.11,43.78,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-06-04,277.07,30.0,0.547,3.47,55,5,45.0,197,0.5977,1,mechanical,medium,inspect_soon,2,21169.21,14.46,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-07-04,272.09,27.99,0.291,2.78,55,6,42.0,162,0.5952,1,electrical,medium,inspect_soon,3,21210.65,36.3,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-08-03,267.27,22.5,0.25,2.93,55,7,40.0,195,0.5892,1,electrical,medium,inspect_soon,3,20913.38,14.15,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-09-02,221.06,15.0,0.563,3.16,55,8,38.6,194,0.5771,1,mechanical,medium,inspect_soon,3,17615.48,32.12,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-10-02,194.1,7.5,0.309,3.58,55,8,38.6,190,0.5819,0,none,medium,inspect_soon,2,21284.01,0.0,0
A_009,pump_station,composite,1970,7.98,37.41297,-122.127719,3,mixed,0.0649,Palo Alto Downtown,low,2025-11-01,226.42,2.01,0.219,2.66,55,9,41.2,161,0.5906,1,electrical,medium,inspect_soon,3,17435.45,27.64,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2024-12-06,254.77,0.0,0.334,3.48,56,0,999.0,261,0.6605,0,none,high,schedule_repair,5,23153.82,0.0,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2025-01-05,286.83,2.01,0.763,3.39,57,0,999.0,360,0.6667,0,none,high,schedule_repair,3,20613.67,0.0,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2025-02-04,374.44,7.5,0.892,3.6,57,1,20805.0,175,0.6699,1,mechanical,high,schedule_repair,5,18906.62,38.05,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2025-03-06,380.62,15.0,0.685,2.78,57,2,30.0,174,0.6631,1,mechanical,high,schedule_repair,4,23301.29,34.48,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2025-04-05,298.07,22.5,0.504,2.41,57,2,30.0,127,0.6623,0,none,high,schedule_repair,3,19187.26,0.0,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2025-05-05,279.96,27.99,0.405,2.48,57,3,45.0,195,0.666,1,electrical,high,schedule_repair,3,19108.97,12.53,0
A_010,pump_station,composite,1968,14.35,37.502362,-122.337894,3,mixed,0.0513,South Berkeley,high,2025-06-04,285.18,30.0,0.72,2.81,57,4,40.0,165,0.6685,1,structural,high,schedule_repair,4,21210.79,39.0,0
