asset_id,year,asset_age,type,material,traffic_load,rainfall_mm,soil_type,slope_grade,region,needs_maintenance_next_year
A_3,2023,35,pump_station,steel,3.0,130.14130943163073,clay,0.049,Monta Vista,1
A_3,2024,36,pump_station,steel,3.0,297.64681000695543,clay,0.049,Monta Vista,1
A_4,2006,37,storm_drain,HDPE,3.0,372.45339132593347,clay,0.025,Garden Gate,0
A_4,2007,38,storm_drain,HDPE,3.0,357.1967322686264,clay,0.025,Garden Gate,1
A_4,2008,39,storm_drain,HDPE,3.0,229.2832966573443,clay,0.025,Garden Gate,0
A_4,2009,40,storm_drain,HDPE,2.0,226.45555779623209,clay,0.025,Garden Gate,0
A_4,2010,41,storm_drain,HDPE,2.0,127.31450339830243,clay,0.025,Garden Gate,1
A_4,2011,42,storm_drain,HDPE,2.0,352.55404801017175,clay,0.025,Garden Gate,0
A_4,2012,43,storm_drain,HDPE,2.0,336.56790273240836,clay,0.025,Garden Gate,1
A_4,2013,44,storm_drain,HDPE,2.0,302.93475411591123,clay,0.025,Garden Gate,1
A_4,2014,45,storm_drain,HDPE,1.0,284.69699457858167,clay,0.025,Garden Gate,1
A_4,2015,46,storm_drain,HDPE,2.0,122.75602033358095,clay,0.025,Garden Gate,1
A_4,2016,47,storm_drain,HDPE,1.0,130.692400469382,clay,0.025,Garden Gate,1
A_4,2017,48,storm_drain,HDPE,3.0,346.00335536622947,clay,0.025,Garden Gate,1
A_4,2018,49,storm_drain,HDPE,3.0,253.79299063298598,clay,0.025,Garden Gate,1
A_4,2019,50,storm_drain,HDPE,3.0,321.72654853532157,clay,0.025,Garden Gate,1
A_4,2020,51,storm_drain,HDPE,2.0,458.35070622272104,clay,0.025,Garden Gate,1
A_4,2021,52,storm_drain,HDPE,3.0,463.6199826294658,clay,0.025,Garden Gate,1
A_4,2022,53,storm_drain,HDPE,2.0,360.73498185944396,clay,0.025,Garden Gate,1
A_4,2023,54,storm_drain,HDPE,3.0,342.00233362802567,clay,0.025,Garden Gate,1
A_4,2024,55,storm_drain,HDPE,1.0,160.3444306782554,clay,0.025,Garden Gate,1
A_5,2011,0,storm_drain,HDPE,2.0,141.40075090815665,clay,0.039,Garden Gate,0
A_5,2012,1,storm_drain,HDPE,1.0,492.95423243735894,clay,0.039,Garden Gate,0
A_5,2013,2,storm_drain,HDPE,1.0,301.81960060038296,clay,0.039,Garden Gate,1
A_5,2014,3,storm_drain,HDPE,3.0,115.65685048026953,clay,0.039,Garden Gate,1
A_5,2015,4,storm_drain,HDPE,2.0,275.1033097236932,clay,0.039,Garden Gate,0
A_5,2016,5,storm_drain,HDPE,3.0,309.62742126806984,clay,0.039,Garden Gate,0
A_5,2017,6,storm_drain,HDPE,2.0,163.49848319261656,clay,0.039,Garden Gate,0
A_5,2018,7,storm_drain,HDPE,2.0,467.1747156467842,clay,0.039,Garden Gate,0
A_5,2019,8,storm_drain,HDPE,2.0,263.50775889892816,clay,0.039,Garden Gate,1
A_5,2020,9,storm_drain,HDPE,1.0,371.5590882238324,clay,0.039,Garden Gate,0
A_5,2021,10,storm_drain,HDPE,3.0,415.6907726254659,clay,0.039,Garden Gate,1
A_5,2022,11,storm_drain,HDPE,2.0,233.85973890397503,clay,0.039,Garden Gate,0
A_5,2023,12,storm_drain,HDPE,3.0,137.80237900603774,clay,0.039,Garden Gate,0
A_5,2024,13,storm_drain,HDPE,2.0,254.62568188949516,clay,0.039,Garden Gate,1
A_6,2016,11,storm_drain,concrete,3.0,233.34481442422265,clay,0.061,Monta Vista,1
A_6,2017,12,storm_drain,concrete,2.0,365.44484240242355,clay,0.061,Monta Vista,1
A_6,2018,13,storm_drain,concrete,3.0,224.09269502072485,clay,0.061,Monta Vista,1
A_6,2019,14,storm_drain,concrete,2.0,379.3919851247524,clay,0.061,Monta Vista,0
A_6,2020,15,storm_drain,concrete,3.0,151.58066330862408,clay,0.061,Monta Vista,0
A_6,2021,16,storm_drain,concrete,2.0,475.20087982630434,clay,0.061,Monta Vista,0
A_6,2022,17,storm_drain,concrete,3.0,323.56882803642543,clay,0.061,Monta Vista,1
A_6,2023,18,storm_drain,concrete,1.0,416.6647831454174,clay,0.061,Monta Vista,1
A_6,2024,19,storm_drain,concrete,3.0,368.046559997889,clay,0.061,Monta Vista,0
A_7,2018,29,pump_station,steel,2.0,358.4099282933951,loam,0.015,Seven Springs,0
A_7,2019,30,pump_station,steel,1.0,303.395394569123,loam,0.015,Seven Springs,1
A_7,2020,31,pump_station,steel,1.0,245.03906759281776,loam,0.015,Seven Springs,0
A_7,2021,32,pump_station,steel,2.0,480.4677254384537,loam,0.015,Seven Springs,1
A_7,2022,33,pump_station,steel,2.0,479.06730701373874,loam,0.015,Seven Springs,1
A_7,2023,34,pump_station,steel,1.0,176.80209346575452,loam,0.015,Seven Springs,1
A_7,2024,35,pump_station,steel,2.0,161.9780691777619,loam,0.015,Seven Springs,1
A_8,2017,19,storm_drain,concrete,3.0,303.0758850898585,loam,0.019,Garden Gate,1
A_8,2018,20,storm_drain,concrete,3.0,434.0479306538224,loam,0.019,Garden Gate,1
A_8,2019,21,storm_drain,concrete,2.0,115.0989969430245,loam,0.019,Garden Gate,0
A_8,2020,22,storm_drain,concrete,3.0,450.55710901709676,loam,0.019,Garden Gate,1
A_8,2021,23,storm_drain,concrete,2.0,152.4196165718032,loam,0.019,Garden Gate,0
A_8,2022,24,storm_drain,concrete,1.0,161.7011045284486,loam,0.019,Garden Gate,0
A_8,2023,25,storm_drain,concrete,3.0,432.5380226756502,loam,0.019,Garden Gate,1
A_8,2024,26,storm_drain,concrete,1.0,423.61748785572047,loam,0.019,Garden Gate,1
A_9,2006,26,water_line,cast_iron,2.0,117.47697118180574,loam,0.028,Monta Vista,0
A_9,2007,27,water_line,cast_iron,1.0,370.54516887541314,loam,0.028,Monta Vista,1
A_9,2008,28,water_line,cast_iron,3.0,487.83544136345,loam,0.028,Monta Vista,1
A_9,2009,29,water_line,cast_iron,3.0,213.9711730253433,loam,0.028,Monta Vista,1
A_9,2010,30,water_line,cast_iron,1.0,413.5201437739371,loam,0.028,Monta Vista,1
A_9,2011,31,water_line,cast_iron,2.0,313.60445987930444,loam,0.028,Monta Vista,0
A_9,2012,32,water_line,cast_iron,2.0,486.2386548776146,loam,0.028,Monta Vista,0
A_9,2013,33,water_line,cast_iron,1.0,461.5897352549833,loam,0.028,Monta Vista,1
A_9,2014,34,water_line,cast_iron,3.0,247.13638329001313,loam,0.028,Monta Vista,0
A_9,2015,35,water_line,cast_iron,2.0,493.7759174126309,loam,0.028,Monta Vista,0
A_9,2016,36,water_line,cast_iron,2.0,407.7754207902304,loam,0.028,Monta Vista,1
A_9,2017,37,water_line,cast_iron,2.0,301.1626765950316,loam,0.028,Monta Vista,0
A_9,2018,38,water_line,cast_iron,1.0,486.5072612823789,loam,0.028,Monta Vista,1
A_9,2019,39,water_line,cast_iron,1.0,420.50368966061905,loam,0.028,Monta Vista,0
A_9,2020,40,water_line,cast_iron,1.0,449.2007680237389,loam,0.028,Monta Vista,0
A_9,2021,41,water_line,cast_iron,2.0,356.4716144817789,loam,0.028,Monta Vista,1
A_9,2022,42,water_line,cast_iron,1.0,321.8162981697725,loam,0.028,Monta Vista,1
A_9,2023,43,water_line,cast_iron,3.0,384.5603908476003,loam,0.028,Monta Vista,1
A_9,2024,44,water_line,cast_iron,2.0,440.4664192339115,loam,0.028,Monta Vista,1
A_10,2018,0,road,asphalt,3.0,405.24673211667636,loam,0.062,Garden Gate,0
A_10,2019,1,road,asphalt,3.0,209.11651983654264,loam,0.062,Garden Gate,0
A_10,2020,2,road,asphalt,3.0,462.1224835912965,loam,0.062,Garden Gate,1
A_10,2021,3,road,asphalt,3.0,158.93946239664172,loam,0.062,Garden Gate,0
A_10,2022,4,road,asphalt,3.0,274.9890240779923,loam,0.062,Garden Gate,0
A_10,2023,5,road,asphalt,3.0,478.56530520470426,loam,0.062,Garden Gate,1
A_10,2024,6,road,asphalt,3.0,188.81520276279224,loam,0.062,Garden Gate,1
A_11,2006,30,pump_station,steel,1.0,453.851909487203,loam,0.052,Lynbrook,1
A_11,2007,31,pump_station,steel,2.0,265.95876232760213,loam,0.052,Lynbrook,0
A_11,2008,32,pump_station,steel,1.0,300.8028458772942,loam,0.052,Lynbrook,1
A_11,2009,33,pump_station,steel,1.0,254.466447217838,loam,0.052,Lynbrook,1
A_11,2010,34,pump_station,steel,1.0,249.96506936710702,loam,0.052,Lynbrook,0
A_11,2011,35,pump_station,steel,1.0,227.47395017989248,loam,0.052,Lynbrook,1
A_11,2012,36,pump_station,steel,3.0,435.6705150446423,loam,0.052,Lynbrook,0
A_11,2013,37,pump_station,steel,1.0,234.11614236647077,loam,0.052,Lynbrook,0
A_11,2014,38,pump_station,steel,2.0,155.03983509034867,loam,0.052,Lynbrook,1
A_11,2015,39,pump_station,steel,2.0,466.95846864510054,loam,0.052,Lynbrook,1
A_11,2016,40,pump_station,steel,1.0,378.42879543039345,loam,0.052,Lynbrook,1
A_11,2017,41,pump_station,steel,2.0,403.5364619062429,loam,0.052,Lynbrook,1
A_11,2018,42,pump_station,steel,1.0,279.4405895928986,loam,0.052,Lynbrook,1
A_11,2019,43,pump_station,steel,1.0,462.34299564130833,loam,0.052,Lynbrook,1
A_11,2020,44,pump_station,steel,1.0,202.3695713748179,loam,0.052,Lynbrook,1
A_11,2021,45,pump_station,steel,3.0,319.5216981775342,loam,0.052,Lynbrook,1
A_11,2022,46,pump_station,steel,2.0,343.55203964642135,loam,0.052,Lynbrook,1
A_11,2023,47,pump_station,steel,2.0,144.47474412969535,loam,0.052,Lynbrook,0
A_11,2024,48,pump_station,steel,1.0,195.05609065637344,loam,0.052,Lynbrook,1
A_12,2019,36,pump_station,steel,3.0,195.37580138392906,loam,0.006,Lynbrook,1
A_12,2020,37,pump_station,steel,2.0,417.55964345577524,loam,0.006,Lynbrook,1
A_12,2021,38,pump_station,steel,2.0,125.12286040442552,loam,0.006,Lynbrook,0
A_12,2022,39,pump_station,steel,1.0,338.69561712757877,loam,0.006,Lynbrook,1
A_12,2023,40,pump_station,steel,3.0,352.78197680525693,loam,0.006,Lynbrook,1
A_12,2024,41,pump_station,steel,1.0,196.77525376839733,loam,0.006,Lynbrook,0
A_13,2011,42,road,asphalt,4.0,271.6955572413335,loam,0.042,Garden Gate,1
A_13,2012,43,road,asphalt,4.0,345.92383311038026,loam,0.042,Garden Gate,1
A_13,2013,44,road,asphalt,4.0,196.2256955226174,loam,0.042,Garden Gate,1
A_13,2014,45,road,asphalt,4.0,266.6270380834159,loam,0.042,Garden Gate,1
A_13,2015,46,road,asphalt,4.0,365.7485206968036,loam,0.042,Garden Gate,1
A_13,2016,47,road,asphalt,4.0,134.2455819949047,loam,0.042,Garden Gate,1
A_13,2017,48,road,asphalt,4.0,489.8617963808887,loam,0.042,Garden Gate,1
A_13,2018,49,road,asphalt,4.0,127.07172916353841,loam,0.042,Garden Gate,1
A_13,2019,50,road,asphalt,4.0,310.4237781288682,loam,0.042,Garden Gate,1
A_13,2020,51,road,asphalt,4.0,302.9310786319146,loam,0.042,Garden Gate,1
A_13,2021,52,road,asphalt,4.0,495.332594238587,loam,0.042,Garden Gate,1
A_13,2022,53,road,asphalt,4.0,321.6607809672782,loam,0.042,Garden Gate,1
A_13,2023,54,road,asphalt,4.0,256.18149302402566,loam,0.042,Garden Gate,1
A_13,2024,55,road,asphalt,4.0,288.0540312633944,loam,0.042,Garden Gate,1
A_14,2008,13,pump_station,steel,2.0,492.4157690206241,clay,0.048,West Valley,0
A_14,2009,14,pump_station,steel,2.0,398.9266366250581,clay,0.048,West Valley,1
A_14,2010,15,pump_station,steel,2.0,415.4080065118061,clay,0.048,West Valley,0
A_14,2011,16,pump_station,steel,3.0,196.45036975425785,clay,0.048,West Valley,1
A_14,2012,17,pump_station,steel,3.0,351.3027849902626,clay,0.048,West Valley,0
A_14,2013,18,pump_station,steel,2.0,394.0747939249245,clay,0.048,West Valley,1
A_14,2014,19,pump_station,steel,2.0,153.3638359437456,clay,0.048,West Valley,0
A_14,2015,20,pump_station,steel,3.0,318.4054980830766,clay,0.048,West Valley,1
A_14,2016,21,pump_station,steel,3.0,170.03565082068337,clay,0.048,West Valley,1
A_14,2017,22,pump_station,steel,3.0,285.84915989881506,clay,0.048,West Valley,1
A_14,2018,23,pump_station,steel,1.0,291.4124686471696,clay,0.048,West Valley,0
A_14,2019,24,pump_station,steel,1.0,424.5990727390426,clay,0.048,West Valley,0
A_14,2020,25,pump_station,steel,2.0,386.4180230384778,clay,0.048,West Valley,1
A_14,2021,26,pump_station,steel,1.0,114.79351607991029,clay,0.048,West Valley,0
A_14,2022,27,pump_station,steel,1.0,117.52251026364924,clay,0.048,West Valley,0
A_14,2023,28,pump_station,steel,2.0,454.316154247242,clay,0.048,West Valley,1
A_14,2024,29,pump_station,steel,3.0,473.3483919801589,clay,0.048,West Valley,1
A_15,2008,41,storm_drain,HDPE,3.0,495.6490809184494,sand,0.018,West Valley,1
A_15,2009,42,storm_drain,HDPE,1.0,289.35990707073734,sand,0.018,West Valley,1
A_15,2010,43,storm_drain,HDPE,1.0,401.31636752754594,sand,0.018,West Valley,0
A_15,2011,44,storm_drain,HDPE,1.0,214.44435822061945,sand,0.018,West Valley,0
A_15,2012,45,storm_drain,HDPE,2.0,446.31931083122305,sand,0.018,West Valley,1
A_15,2013,46,storm_drain,HDPE,2.0,209.28664244554938,sand,0.018,West Valley,1
A_15,2014,47,storm_drain,HDPE,2.0,274.78055324997456,sand,0.018,West Valley,1
A_15,2015,48,storm_drain,HDPE,2.0,397.3230822078485,sand,0.018,West Valley,1
A_15,2016,49,storm_drain,HDPE,1.0,235.61465136326424,sand,0.018,West Valley,0
A_15,2017,50,storm_drain,HDPE,2.0,298.48129061480904,sand,0.018,West Valley,0
A_15,2018,51,storm_drain,HDPE,3.0,246.9387707838728,sand,0.018,West Valley,1
A_15,2019,52,storm_drain,HDPE,1.0,206.68827832087305,sand,0.018,West Valley,1
A_15,2020,53,storm_drain,HDPE,1.0,390.8325297370543,sand,0.018,West Valley,1
A_15,2021,54,storm_drain,HDPE,1.0,272.24286080137875,sand,0.018,West Valley,1
A_15,2022,55,storm_drain,HDPE,2.0,318.1897589378548,sand,0.018,West Valley,1
A_15,2023,56,storm_drain,HDPE,2.0,141.03916311284573,sand,0.018,West Valley,1
A_15,2024,57,storm_drain,HDPE,2.0,364.3676885832547,sand,0.018,West Valley,1
A_16,2018,0,water_line,cast_iron,2.0,341.0486510922399,sand,0.014,Lynbrook,1
A_16,2019,1,water_line,cast_iron,2.0,166.65790882636546,sand,0.014,Lynbrook,0
A_16,2020,2,water_line,cast_iron,1.0,240.61879350879684,sand,0.014,Lynbrook,1
A_16,2021,3,water_line,cast_iron,2.0,390.72575828444116,sand,0.014,Lynbrook,1
A_16,2022,4,water_line,cast_iron,2.0,345.94059287950574,sand,0.014,Lynbrook,0
A_16,2023,5,water_line,cast_iron,1.0,209.82214402994305,sand,0.014,Lynbrook,0
A_16,2024,6,water_line,cast_iron,3.0,130.0164659952637,sand,0.014,Lynbrook,0
A_17,2008,14,storm_drain,concrete,3.0,245.32445226039292,loam,0.034,Lynbrook,1
A_17,2009,15,storm_drain,concrete,1.0,371.76424312587596,loam,0.034,Lynbrook,0
A_17,2010,16,storm_drain,concrete,3.0,157.11178734501988,loam,0.034,Lynbrook,1
A_17,2011,17,storm_drain,concrete,2.0,371.2355487981795,loam,0.034,Lynbrook,1
A_17,2012,18,storm_drain,concrete,1.0,113.91958631941681,loam,0.034,Lynbrook,0
A_17,2013,19,storm_drain,concrete,3.0,194.3981521681409,loam,0.034,Lynbrook,0
A_17,2014,20,storm_drain,concrete,2.0,246.53138924285943,loam,0.034,Lynbrook,0
A_17,2015,21,storm_drain,concrete,1.0,479.78684475196786,loam,0.034,Lynbrook,0
A_17,2016,22,storm_drain,concrete,3.0,342.0379315419142,loam,0.034,Lynbrook,1
A_17,2017,23,storm_drain,concrete,2.0,279.9690274859176,loam,0.034,Lynbrook,1
A_17,2018,24,storm_drain,concrete,1.0,248.8053513882735,loam,0.034,Lynbrook,1
A_17,2019,25,storm_drain,concrete,3.0,329.56871133355827,loam,0.034,Lynbrook,1
A_17,2020,26,storm_drain,concrete,2.0,246.77997946153295,loam,0.034,Lynbrook,1
A_17,2021,27,storm_drain,concrete,1.0,359.82429468241264,loam,0.034,Lynbrook,0
A_17,2022,28,storm_drain,concrete,1.0,484.20802090599716,loam,0.034,Lynbrook,1
A_17,2023,29,storm_drain,concrete,2.0,394.2699437917711,loam,0.034,Lynbrook,0
A_17,2024,30,storm_drain,concrete,3.0,307.0981096833568,loam,0.034,Lynbrook,1
A_18,2017,1,road,asphalt,2.0,204.71067063499834,clay,0.006,Lynbrook,0
A_18,2018,2,road,asphalt,2.0,204.11590845596135,clay,0.006,Lynbrook,0
A_18,2019,3,road,asphalt,2.0,278.5092449622465,clay,0.006,Lynbrook,0
A_18,2020,4,road,asphalt,2.0,498.5460448619043,clay,0.006,Lynbrook,0
A_18,2021,5,road,asphalt,2.0,214.2307510792632,clay,0.006,Lynbrook,1
A_18,2022,6,road,asphalt,2.0,466.59156381675257,clay,0.006,Lynbrook,0
A_18,2023,7,road,asphalt,2.0,296.4800781016896,clay,0.006,Lynbrook,1
A_18,2024,8,road,asphalt,2.0,149.05496876158836,clay,0.006,Lynbrook,1
A_19,2018,10,pump_station,steel,3.0,280.81707409815897,loam,0.066,West Valley,0
A_19,2019,11,pump_station,steel,1.0,278.044477096982,loam,0.066,West Valley,1
A_19,2020,12,pump_station,steel,2.0,424.20528734305276,loam,0.066,West Valley,0
A_19,2021,13,pump_station,steel,3.0,367.1359161955872,loam,0.066,West Valley,0
A_19,2022,14,pump_station,steel,3.0,125.97563132642847,loam,0.066,West Valley,0
A_19,2023,15,pump_station,steel,2.0,216.14491311112545,loam,0.066,West Valley,1
A_19,2024,16,pump_station,steel,3.0,440.54482030125035,loam,0.066,West Valley,1
A_20,2015,22,water_line,PVC,3.0,417.4785535380011,sand,0.048,Lynbrook,0
A_20,2016,23,water_line,PVC,1.0,189.69664609838262,sand,0.048,Lynbrook,1
A_20,2017,24,water_line,PVC,1.0,416.82626944445633,sand,0.048,Lynbrook,0
A_20,2018,25,water_line,PVC,1.0,416.14922432309965,sand,0.048,Lynbrook,0
A_20,2019,26,water_line,PVC,3.0,244.35860977775286,sand,0.048,Lynbrook,0
A_20,2020,27,water_line,PVC,3.0,247.56446620048828,sand,0.048,Lynbrook,1
A_20,2021,28,water_line,PVC,1.0,151.90849188550817,sand,0.048,Lynbrook,1
A_20,2022,29,water_line,PVC,2.0,126.29924210694642,sand,0.048,Lynbrook,0
A_20,2023,30,water_line,PVC,3.0,499.83801757375477,sand,0.048,Lynbrook,1
A_20,2024,31,water_line,PVC,2.0,291.46604396610155,sand,0.048,Lynbrook,1
A_21,2007,5,storm_drain,HDPE,1.0,429.33575980335627,clay,0.016,Monta Vista,0
A_21,2008,6,storm_drain,HDPE,2.0,150.13071290367762,clay,0.016,Monta Vista,0
A_21,2009,7,storm_drain,HDPE,2.0,356.93543575455254,clay,0.016,Monta Vista,0
A_21,2010,8,storm_drain,HDPE,3.0,286.33327984842356,clay,0.016,Monta Vista,0
A_21,2011,9,storm_drain,HDPE,3.0,237.80591228107988,clay,0.016,Monta Vista,1
A_21,2012,10,storm_drain,HDPE,1.0,355.9175717466652,clay,0.016,Monta Vista,0
A_21,2013,11,storm_drain,HDPE,1.0,407.1126549430627,clay,0.016,Monta Vista,0
A_21,2014,12,storm_drain,HDPE,1.0,273.0473145927899,clay,0.016,Monta Vista,1
A_21,2015,13,storm_drain,HDPE,3.0,432.55632258701655,clay,0.016,Monta Vista,1
A_21,2016,14,storm_drain,HDPE,1.0,161.20618672408025,clay,0.016,Monta Vista,0
A_21,2017,15,storm_drain,HDPE,3.0,164.78678382235987,clay,0.016,Monta Vista,0
A_21,2018,16,storm_drain,HDPE,3.0,190.18811388618667,clay,0.016,Monta Vista,0
A_21,2019,17,storm_drain,HDPE,1.0,457.9703667284498,clay,0.016,Monta Vista,0
A_21,2020,18,storm_drain,HDPE,3.0,200.24212359279963,clay,0.016,Monta Vista,1
A_21,2021,19,storm_drain,HDPE,2.0,482.54065081727924,clay,0.016,Monta Vista,1
A_21,2022,20,storm_drain,HDPE,2.0,150.0681180507611,clay,0.016,Monta Vista,0
A_21,2023,21,storm_drain,HDPE,1.0,345.7713113232792,clay,0.016,Monta Vista,0
A_21,2024,22,storm_drain,HDPE,1.0,301.0292578965051,clay,0.016,Monta Vista,0
A_22,2016,19,storm_drain,concrete,3.0,168.48024922231693,sand,0.004,West Valley,0
A_22,2017,20,storm_drain,concrete,3.0,388.2531073749092,sand,0.004,West Valley,1
A_22,2018,21,storm_drain,concrete,3.0,235.04783464232085,sand,0.004,West Valley,1
A_22,2019,22,storm_drain,concrete,1.0,116.47772140871365,sand,0.004,West Valley,0
A_22,2020,23,storm_drain,concrete,3.0,132.48914195734795,sand,0.004,West Valley,0
A_22,2021,24,storm_drain,concrete,2.0,408.4089475177861,sand,0.004,West Valley,0
A_22,2022,25,storm_drain,concrete,3.0,360.45199099423996,sand,0.004,West Valley,0
A_22,2023,26,storm_drain,concrete,3.0,266.6347134652985,sand,0.004,West Valley,0
A_22,2024,27,storm_drain,concrete,3.0,112.11435943257229,sand,0.004,West Valley,1
A_23,2015,0,road,asphalt,3.0,356.7629157204931,sand,0.009,Rancho Rinconada,0
A_23,2016,1,road,asphalt,3.0,220.83764518184904,sand,0.009,Rancho Rinconada,1
A_23,2017,2,road,asphalt,3.0,197.9511642595772,sand,0.009,Rancho Rinconada,0
A_23,2018,3,road,asphalt,3.0,422.9397257715191,sand,0.009,Rancho Rinconada,1
A_23,2019,4,road,asphalt,3.0,262.4370106978234,sand,0.009,Rancho Rinconada,0
A_23,2020,5,road,asphalt,3.0,281.41765318206853,sand,0.009,Rancho Rinconada,0
A_23,2021,6,road,asphalt,3.0,375.44542866919346,sand,0.009,Rancho Rinconada,1
A_23,2022,7,road,asphalt,3.0,163.23217880608286,sand,0.009,Rancho Rinconada,0
A_23,2023,8,road,asphalt,3.0,266.24869848564606,sand,0.009,Rancho Rinconada,1
A_23,2024,9,road,asphalt,3.0,285.776863110134,sand,0.009,Rancho Rinconada,1
A_24,2010,0,pump_station,steel,2.0,342.6641051282545,clay,0.046,Monta Vista,0
A_24,2011,1,pump_station,steel,2.0,444.5940307329979,clay,0.046,Monta Vista,0
A_24,2012,2,pump_station,steel,2.0,393.6799019218187,clay,0.046,Monta Vista,1
A_24,2013,3,pump_station,steel,1.0,490.1496511659521,clay,0.046,Monta Vista,0
A_24,2014,4,pump_station,steel,3.0,404.2659979180699,clay,0.046,Monta Vista,0
A_24,2015,5,pump_station,steel,2.0,324.66048629934767,clay,0.046,Monta Vista,1
A_24,2016,6,pump_station,steel,1.0,196.69514437458685,clay,0.046,Monta Vista,0
A_24,2017,7,pump_station,steel,1.0,206.98866978167297,clay,0.046,Monta Vista,1
A_24,2018,8,pump_station,steel,1.0,156.35105400327342,clay,0.046,Monta Vista,1
A_24,2019,9,pump_station,steel,2.0,216.0848019879606,clay,0.046,Monta Vista,0
A_24,2020,10,pump_station,steel,2.0,445.66554014497234,clay,0.046,Monta Vista,0
A_24,2021,11,pump_station,steel,1.0,199.30811215247462,clay,0.046,Monta Vista,0
A_24,2022,12,pump_station,steel,3.0,425.3911385757798,clay,0.046,Monta Vista,0
